"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0051017","actin filament bundle assembly","56/3787","166/18805",0.337349397590361,1.67516646994633,4.38753233309944,2.6768316654658e-05,0.00328830399689083,0.00276081069810787,"CORO2B/MTSS1/KCTD13/LPAR1/TESK1/SORBS1/AIF1L/DMTN/ACTN1/FAM107A/ZEB2/EZR/PAK1/MET/LUZP1/PAK2/BRAF/EVL/APOA1/BAIAP2/STMN1/PAWR/S100A10/SDC4/ITGB5/SYNPO2/SYNPO/TGFBR1/CUL3/SRC/CDC42/ARHGEF10/MKKS/PPM1E/TPM1/TGFB3/SYNPO2L/RHPN1/DPYSL3/ZYX/TNFAIP1/TMEFF2/SLC9A1/ADD2/FERMT2/LIMK1/ELN/S1PR1/CALD1/LIMA1/FSCN3/SFRP1/NF2/RDX/USH1C/PXN",56
"GO:0061572","actin filament bundle organization","57/3787","170/18805",0.335294117647059,1.6649606238059,4.37343236864158,2.78393102143307e-05,0.00335410150947658,0.00281605330244961,"CORO2B/MTSS1/KCTD13/LPAR1/TESK1/SORBS1/AIF1L/DMTN/ACTN1/FAM107A/ZEB2/EZR/SHTN1/PAK1/MET/LUZP1/PAK2/BRAF/EVL/APOA1/BAIAP2/STMN1/PAWR/S100A10/SDC4/ITGB5/SYNPO2/SYNPO/TGFBR1/CUL3/SRC/CDC42/ARHGEF10/MKKS/PPM1E/TPM1/TGFB3/SYNPO2L/RHPN1/DPYSL3/ZYX/TNFAIP1/TMEFF2/SLC9A1/ADD2/FERMT2/LIMK1/ELN/S1PR1/CALD1/LIMA1/FSCN3/SFRP1/NF2/RDX/USH1C/PXN",57
"GO:0050803","regulation of synapse structure or activity","95/3787","321/18805",0.29595015576324,1.46959141249742,4.26129309556924,3.05424339025993e-05,0.00361034619622235,0.00303119249674853,"SLC17A7/NRCAM/ABHD17A/CDK5/ITPKA/CAPRIN2/VPS35/ICAM5/EFNB3/GPM6A/LZTS3/CYFIP2/PDLIM5/ABI2/NRXN2/CHRNB2/RTN4R/CC2D1A/SNAP25/DCTN1/ZMYND8/SLC17A6/ZDHHC8/SNCA/NEFL/CAMK2B/KIF5B/CAP2/KIF1A/EFNA1/DNM3/TUBA1A/LRFN5/DAB1/SARM1/DMPK/FARP1/LRFN1/ADGRB1/NCKIPSD/NRXN1/CAPRIN1/BAIAP2/FGFR1/ANAPC2/NF1/YWHAZ/LRRTM1/ROBO2/AGO2/TUBB/NEGR1/NRP2/LRFN4/PDZD11/LIN7B/DOCK10/EPHA4/LINGO2/NTRK2/LRFN3/LRP4/ARC/DLGAP4/MAP1B/PRICKLE1/APOE/MEF2C/CHD4/CTTNBP2/CDC42/CASKIN1/FLRT3/SLC7A11/NLGN3/RPS6KA5/TANC2/AKT1/DISC1/CDKL5/ADNP/EPHB2/ADAM10/UBE3B/SEMA4A/DCLK1/EGLN1/THBS2/SLITRK2/OGT/ARHGAP33/IL1RAPL2/LIN7C/CDC20/LZTS1",95
"GO:0021543","pallium development","63/3787","194/18805",0.324742268041237,1.61256359929112,4.30659389232325,3.32334859790121e-05,0.0037954650287539,0.00318661549102083,"LHX2/CDK5/ZIC1/NSUN5/ATP2B4/NOTCH2NLA/IGF1R/GRIA1/MGARP/FXR1/NEFL/NARS1/TUBB2A/TUBA1A/SEMA6B/DAB1/LARGE1/NEUROD1/LEF1/BNIP3/UQCRQ/EPHA5/CRKL/NF1/TRA2B/MBOAT7/H2AX/YWHAE/KIRREL3/PHLPP2/XRCC1/SRD5A1/LAMB1/NTRK2/SCN2A/BMERB1/BAX/SLC38A2/MKKS/AKIRIN2/SLC32A1/NDE1/KDM1A/PTEN/ID4/DISC1/POU3F3/SUN1/NEUROD6/PROX1/KDM6B/ATAT1/TMEM108/EFHC1/PEX13/SOCS7/CDK6/EGFR/NF2/POU3F2/UBA6/SMO/EMX2",63
"GO:0009144","purine nucleoside triphosphate metabolic process","80/3787","261/18805",0.306513409961686,1.52204506847888,4.26474693467708,3.3320123955541e-05,0.0037954650287539,0.00318661549102083,"ALDOA/BAD/NDUFS8/ATP5MC1/GPI/PFKM/ATP5MF/NDUFV3/NDUFS7/HK2/TPI1/ATP5F1D/NDUFB4/GAPDH/ALDOC/SPHK2/NME7/NDUFS1/NADK/ATP6V0C/LDHA/IMPDH2/NDUFB7/NDUFA3/ATP5F1B/ZBTB20/PKM/NDUFB11/ATP5F1C/AK1/PGM1/HTR2A/OLA1/MT-ND6/ANTKMT/NDUFS6/HSPA8/ENO1/ATP6V1A/ATP5MJ/NDUFA7/PPARA/TREX1/SLC2A6/NDUFV1/GIMAP7/ATP5MK/PGK1/KAT2B/AK4/GTPBP1/HSPA1A/UCHL1/RHOQ/DDIT4/DNM1L/HK1/AK3/NUDT2/PFKFB3/IGF1/AMPD2/SRC/ENO2/MLST8/ATP1A2/RPTOR/SLC4A4/MFN1/ADK/NDUFA10/SDHB/AK2/ATP5IF1/ABCC9/PRKAA2/ATP5PF/AK5/OGT/ZBTB7A",80
"GO:0099072","regulation of postsynaptic membrane neurotransmitter receptor levels","43/3787","119/18805",0.361344537815126,1.79431846675824,4.36492405300017,3.5859930143113e-05,0.00401182968476077,0.00336827200987097,"AP2M1/CPLX1/CPT1C/LPAR1/HPCA/OLFM1/ERBIN/VPS35/STX1B/LGI1/CALY/GPSM2/PPP3R1/VAC14/CLPTM1/NCDN/CACNG3/NSG2/DLG1/SUSD4/TAMALIN/PORCN/GPHN/EPB41L3/ARC/SST/AP2A2/EFNB2/SYT17/VAMP4/RABEP1/AP2S1/VPS26B/TMEM108/ADAM10/ZDHHC2/CACNG2/MDM2/NSG1/OGT/NUMB/ITGB3/TRAF6",43
"GO:0031333","negative regulation of protein-containing complex assembly","50/3787","145/18805",0.344827586206897,1.71230070203874,4.32372712754942,3.69024984154171e-05,0.00405603776443137,0.0034053884502648,"VILL/SPTAN1/TUBB4A/STXBP1/GSN/CLIP3/GBA1/INPP5J/SPTBN4/ABHD17A/ZNF827/VPS35/SPTBN2/DMTN/ADD3/SNCA/IFI16/OPRD1/ARHGEF7/HSPA8/STMN2/CPTP/KANK1/SPTBN1/HIP1R/FLII/SSH1/STMN1/CSNK1A1/RPL13A/SOX9/FBXL2/SRC/SVIL/CRACD/CDC42/SSH2/MKKS/SVIP/LAMP2/TWF1/KANK2/SCIN/ADD2/JMJD6/RDX/OGT/HMGB1/ZDHHC12/LMO4",50
"GO:0046034","ATP metabolic process","72/3787","230/18805",0.31304347826087,1.55447124602473,4.24859427816109,3.77812375048827e-05,0.00408102505117396,0.00342636740130488,"ALDOA/BAD/NDUFS8/ATP5MC1/GPI/PFKM/ATP5MF/NDUFV3/NDUFS7/HK2/TPI1/ATP5F1D/NDUFB4/GAPDH/ALDOC/SPHK2/NDUFS1/NADK/ATP6V0C/LDHA/NDUFB7/NDUFA3/ATP5F1B/ZBTB20/PKM/NDUFB11/ATP5F1C/AK1/PGM1/HTR2A/OLA1/MT-ND6/ANTKMT/NDUFS6/HSPA8/ENO1/ATP6V1A/ATP5MJ/NDUFA7/PPARA/TREX1/SLC2A6/NDUFV1/ATP5MK/PGK1/KAT2B/AK4/HSPA1A/UCHL1/DDIT4/DNM1L/HK1/NUDT2/PFKFB3/IGF1/AMPD2/SRC/ENO2/MLST8/ATP1A2/RPTOR/SLC4A4/NDUFA10/SDHB/AK2/ATP5IF1/ABCC9/PRKAA2/ATP5PF/AK5/OGT/ZBTB7A",72
"GO:0032271","regulation of protein polymerization","64/3787","199/18805",0.321608040201005,1.5970000517507,4.25148961420329,4.03290522751009e-05,0.00425115548383547,0.0035692063599321,"VILL/SPTAN1/TUBB4A/CORO1A/GSN/CLIP3/INPP5J/SPTBN4/NME7/SPTBN2/CYFIP2/DMTN/ADD3/DCTN1/SNCA/PAK1/SLAIN1/MET/RPS3/HAUS4/CKAP5/ARHGEF7/PDE4DIP/STMN2/EVL/DLG1/KANK1/SPTBN1/DAAM2/BAIAP2/HIP1R/FLII/SSH1/STMN1/MAPRE3/HSPA1A/FES/NCK1/PRKCE/MAP1B/MAPT/BIN1/CAMSAP1/SVIL/CRACD/CDC42EP3/HAX1/SSH2/MKKS/FCHSD2/MLST8/CTTN/TWF1/PREX1/NCKAP1L/KANK2/SCIN/ADD2/HAUS6/ELN/CDC42EP5/RDX/ARPC5/PRUNE1",64
"GO:0050807","regulation of synapse organization","93/3787","315/18805",0.295238095238095,1.46605555345983,4.18881550551298,4.07133805315448e-05,0.00425115548383547,0.0035692063599321,"NRCAM/ABHD17A/CDK5/ITPKA/CAPRIN2/VPS35/ICAM5/EFNB3/GPM6A/LZTS3/CYFIP2/PDLIM5/ABI2/NRXN2/CHRNB2/RTN4R/CC2D1A/SNAP25/DCTN1/ZMYND8/ZDHHC8/SNCA/NEFL/CAMK2B/KIF5B/CAP2/KIF1A/EFNA1/DNM3/TUBA1A/LRFN5/DAB1/SARM1/DMPK/FARP1/LRFN1/ADGRB1/NCKIPSD/NRXN1/CAPRIN1/BAIAP2/FGFR1/ANAPC2/NF1/YWHAZ/LRRTM1/ROBO2/AGO2/TUBB/NEGR1/NRP2/LRFN4/PDZD11/LIN7B/DOCK10/EPHA4/LINGO2/NTRK2/LRFN3/LRP4/ARC/DLGAP4/MAP1B/PRICKLE1/APOE/MEF2C/CHD4/CTTNBP2/CDC42/CASKIN1/FLRT3/SLC7A11/NLGN3/RPS6KA5/TANC2/AKT1/DISC1/CDKL5/ADNP/EPHB2/ADAM10/UBE3B/SEMA4A/DCLK1/EGLN1/THBS2/SLITRK2/OGT/ARHGAP33/IL1RAPL2/LIN7C/CDC20/LZTS1",93
"GO:1903829","positive regulation of protein localization","137/3787","499/18805",0.274549098196393,1.36332077939878,4.1305749297609,4.20289519807235e-05,0.00431658006818414,0.0036241358593214,"VPS28/CHRM1/HUWE1/BAD/TMEM97/CORO2B/CLIP3/ATP13A2/HPCA/ABHD17A/RBP4/TCP1/PFKM/CDK5/TESK1/ZIC1/GNA11/NECAB2/SORBS1/VPS35/ACHE/NADK/WWTR1/ABCC8/RHOU/GPSM2/ATP2B4/CEP290/MSN/BAIAP3/SNAP25/ZDHHC8/SNCA/NR0B2/YAP1/VSNL1/KIF5B/TRIM28/MTCL1/TRAPPC12/EZR/RBM22/TGFB2/RIPOR1/NNAT/FARP1/JAK1/SOX4/NPEPPS/RAMP3/DLG1/NRXN1/ANP32B/MYH10/RUFY3/DTX3L/SPTBN1/CRKL/TOMM70/KCNB1/YWHAE/SSH1/PLK3/ABAT/TYK2/TMEM132A/BAG3/TERT/PRKCE/DNM1L/DMAP1/PDPK1/PLA2G6/LRP4/MAPT/TMEM35A/GPD1L/IGF1/SQSTM1/APOE/CCT5/SRC/CHRM3/TLR4/CDC42/EPB41/LAMTOR5/TCF7L2/TGFB3/ADORA2A/GAS6/IPO7/GPER1/PARP9/BICD1/NR1H2/CCT4/TCAF1/AKT1/MARK4/HSP90AB1/ENTR1/BSG/EPHB2/MYOM1/AKT2/PECAM1/RPH3AL/FERMT2/ZDHHC2/CACNG2/FZD5/OAZ1/ACSL3/SYTL4/PTP4A3/EGFR/MDM2/CCT7/TNFAIP6/PRKAA2/SLC5A3/NF2/ERGIC3/RDX/PYHIN1/SMO/PPARG/PML/PPM1A/NR1H4/RNF31/TMEM30B/GNL3L/BBC3/CNST/GOLPH3",137
"GO:0032922","circadian regulation of gene expression","28/3787","67/18805",0.417910447761194,2.07520622396336,4.42725235420203,4.2773370381504e-05,0.00432218008774391,0.00362883755172114,"HUWE1/USP2/NR0B2/RORA/PPP1CB/CSNK1D/PPARA/NAMPT/KDM5A/NR1D1/EGR1/ZFHX3/PPP1CA/RBM4/KDM2A/KMT2A/AHR/CRY1/NCOA2/MAGED1/NPAS2/BHLHE41/CAVIN3/BHLHE40/OGT/PML/RBM4B/PER3",28
"GO:0016079","synaptic vesicle exocytosis","38/3787","102/18805",0.372549019607843,1.84995624867322,4.32222871067701,4.63384505036613e-05,0.00460810146675299,0.00386889285157553,"CPLX1/STXBP1/SYN1/CDK5/SYNGR3/CPLX2/STX1B/SV2B/RPH3A/NAPA/PIP5K1C/SNAP25/SNCA/RIMS1/SV2A/SNAP47/SEPTIN5/RAB3A/DNAJC5/RIMS2/TPRG1L/CADPS/BRAF/SYT7/SYT5/UNC13A/SYT13/PPFIA3/PREPL/DOC2A/SNAP29/GRIK5/CSPG5/BRSK1/RPH3AL/ATP2A2/FBXL20/SNAP23",38
"GO:0000956","nuclear-transcribed mRNA catabolic process","44/3787","124/18805",0.354838709677419,1.76201265790438,4.27503516768879,4.85521230004907e-05,0.00475279766559491,0.00399037760910283,"MTPAP/TESK1/DXO/SMG7/NT5C3B/EXOSC10/LSM7/CTIF/LSM4/CNOT4/ZFP36L2/CAPRIN1/ZFP36/UPF1/SKIC3/AGO2/PAIP1/THRAP3/CASC3/GSPT1/DHX9/TNRC6B/TENT2/DCPS/SMG6/SYNCRIP/TOB1/MRTO4/ZFP36L1/CNOT10/TNRC6A/ATM/EXOSC4/RC3H2/DIS3L2/HBS1L/CNOT7/DCP2/SKIC8/ZCCHC7/TNKS1BP1/CPEB3/PDE12/SAMD4A",44
"GO:0007266","Rho protein signal transduction","48/3787","139/18805",0.345323741007194,1.71476444405606,4.24728529086383,5.01439224056471e-05,0.00477221684653208,0.00400668166205248,"ARHGDIA/KCTD13/LPAR1/RHOU/RTN4R/TAX1BP3/FXR1/SHTN1/MET/ABCA1/PHACTR4/RIPOR1/HEG1/ARHGEF7/APOA1/KANK1/AKAP13/ARHGAP35/PLEKHG5/BCL6/GNA12/ARHGAP4/STMN1/DOCK8/PRAG1/DOCK10/CSNK1A1/CUL3/ARHGEF28/APOE/PLXNB1/CDC42/CDC42EP3/PDPN/SYNPO2L/FLOT1/ARHGEF12/COL1A2/EPS8L2/TNFAIP1/KANK2/FERMT2/LIMK1/TAGAP/RHOJ/CDC42EP5/DOCK7/ARHGAP5",48
"GO:0031503","protein-containing complex localization","68/3787","216/18805",0.314814814814815,1.56326712241685,4.18099827280829,5.02739524135862e-05,0.00477221684653208,0.00400668166205248,"IFT122/AP2M1/CPLX1/LPAR1/HPCA/TTC21B/EXOC3/AP3D1/OLFM1/VPS35/NME7/STX1B/IFT25/RAB7A/LGI1/CALY/GPSM2/PPP3R1/VAC14/KIF17/FXR1/KIFC2/NCDN/MIOS/CACNG3/KIF5B/EZR/SSX2IP/DLG1/NRXN1/WDR19/RPS15/SUSD4/IPO9/TAMALIN/GPHN/NACC2/EPB41L3/ARC/SEH1L/STX7/NPM1/AP2A2/EFNB2/DYNC2I1/AKIRIN2/SYT17/VAMP4/EPG5/RABEP1/ATM/AP2S1/KIF5A/VPS26B/TMEM108/MKLN1/ADAM10/DYNC2LI1/TNFAIP2/ZDHHC2/CACNG2/MDM2/NSG1/OGT/NUMB/PML/ITGB3/TRAF6",68
"GO:0051648","vesicle localization","70/3787","224/18805",0.3125,1.5517725112226,4.17173056995346,5.10939711292308e-05,0.00477766759887509,0.00401125803193663,"DNM1/STXBP1/BRSK2/ATP13A2/F8A1/SYN1/CDK5/TESK1/EXOC3/AP3D1/CTBP1/HTT/HGS/RAB7A/SYN3/TRAPPC5/SYN2/AP3S2/VPS4A/BAIAP3/SNAP25/TOR1A/DCTN1/KIFC2/SNCA/KIF5B/IKBKG/KIF1A/TRAPPC12/DNM3/KIF1C/SEPTIN5/RAB3A/CSNK1D/CADPS/TRAPPC1/NRXN1/ARL6/UNC13A/PDCD6/PCDH17/TRAPPC10/PDZD11/LIN7B/SNAP29/AP3M2/SDC4/AP3B2/FAM91A1/CUL3/PICALM/MKKS/KIF1B/TFG/KIF13A/TPGS1/TRAK1/NDE1/BRSK1/KIF5A/TANC2/PTEN/EXOC6B/TRAPPC2B/RAB27A/AP1AR/SDC1/SNAP23/WDR11/LIN7C",70
"GO:0009150","purine ribonucleotide metabolic process","101/3787","350/18805",0.288571428571429,1.43295107322042,4.10565584281077,5.33143366748913e-05,0.00491197528335579,0.00412402074867542,"ALDOA/BAD/NDUFS8/ATP5MC1/GPI/PFKM/ATP5MF/NDUFV3/NDUFS7/HK2/TPI1/ATP5F1D/ADSL/NDUFB4/GAPDH/ALDOC/SPHK2/NME7/NDUFS1/NADK/ATP6V0C/LDHA/IMPDH2/NDUFB7/NDUFA3/ATP5F1B/TJP2/ZBTB20/ADCY9/PKM/NDUFB11/RORA/SULT1A3/ATP5F1C/GUCY1A1/AK1/PGM1/HTR2A/MTHFD1/OLA1/MT-ND6/ANTKMT/APRT/NDUFS6/HSPA8/ENO1/ATP6V1A/ATP5MJ/NDUFA7/DLG1/PPARA/PDE4C/TREX1/SLC2A6/SULT1A1/NDUFV1/GIMAP7/ATP5MK/PGK1/NUDT4/KAT2B/AK4/ADCY1/GTPBP1/HSPA1A/UCHL1/RHOQ/DDIT4/DNM1L/HK1/AK3/NUDT2/PFKFB3/IGF1/AMPD2/SRC/NPR2/ENO2/TPST2/PDE1A/PDE4B/MLST8/ATP1A2/RPTOR/ADCY5/SLC4A4/MFN1/ADK/NDUFA10/SDHB/AK2/GUCY1A2/ATP5IF1/ABCC9/PRKAA2/ATP5PF/HINT1/PTHLH/AK5/OGT/ZBTB7A",101
"GO:0034504","protein localization to nucleus","94/3787","322/18805",0.291925465838509,1.44960612228497,4.08639782380571,5.93906860204493e-05,0.00537698320696598,0.0045144344243641,"TSC2/KPNA1/ATP13A2/TCP1/CABP1/CDK5/TESK1/RRP7A/CHCHD10/ZIC1/PIN1/POLR1A/TXNIP/WWTR1/SKP1/BYSL/PPP3R1/NFKBIA/NUTF2/KPNA6/TOR1A/ANGPT1/YAP1/PKIG/TXN/TRIM28/OTUD7B/TOR1AIP2/RBM22/RAP1GDS1/SUPT7L/OSBPL8/FGF9/JAK1/LATS2/CIZ1/ELAVL1/HIKESHI/DNAJB6/DTX3L/NF1/YWHAZ/IPO9/TMEM147/YWHAE/TYK2/TNPO2/BAG3/TERT/DMAP1/SOX9/BARD1/TMCO6/ADAR/PRICKLE1/SQSTM1/CCT5/SRC/NPM1/MDFIC/AKIRIN2/PPP3CA/LAMTOR5/TCF7L2/PPP1R10/IPO7/COL1A1/PARP9/MAGED1/CCT4/TMEM201/AKT1/SUN1/RPAIN/FERMT2/NUP93/CALR/NFATC3/MFHAS1/GLUL/DCLK1/MDM2/CCT7/CSE1L/FBXO4/NF2/PYHIN1/SMO/PML/GBP2/PLRG1/ZBTB7A/SP100/TAF8",94
"GO:1904375","regulation of protein localization to cell periphery","52/3787","155/18805",0.335483870967742,1.66590287656414,4.18026723184156,6.01301133050716e-05,0.00537698320696598,0.0045144344243641,"AP2M1/CPLX1/CLIP3/CDK5/OLFM1/SORBS1/VPS35/GPSM2/ATP2B4/VPS4A/ZDHHC8/SNCA/CAMK2B/GBP1/KIF5B/EZR/STX8/RAMP3/DLG1/NRXN1/SPTBN1/LDLRAP1/TMEM59/RHOQ/CAMK2G/EPB41L3/PRKCE/PDPK1/WNK1/CAMK2D/SQSTM1/STX7/ACTB/PICALM/LYPLA1/EPB41/GPER1/AKT1/MMP14/VPS26B/MISP/TMEM108/EPHB2/ADAM10/ZDHHC2/CACNG2/ACSL3/EGFR/OGT/NUMB/CNST/TRAF6",52
"GO:0038202","TORC1 signaling","41/3787","114/18805",0.359649122807018,1.78589959186321,4.22639363844848,6.09362821539641e-05,0.00537698320696598,0.0045144344243641,"TSC2/LAMTOR2/NPRL3/MAPK3/PPDPF/MIOS/WDR24/OTUD7B/NPRL2/RRAGA/OTUB1/LARS1/PRKACB/SIK3/YWHAZ/KLHL22/UBE2N/CSNK1A1/LARP1/SEH1L/CUL3/RRAGC/SRC/WAC/C9orf72/NPC1/RPS6KB1/LAMTOR5/ATM/KPTN/GPR155/RPS6KA5/WDR59/MLST8/AKT1/RPTOR/PRKAA2/RPS6KA3/OGT/VHL/PIM1",41
"GO:0031623","receptor internalization","49/3787","144/18805",0.340277777777778,1.6897078455535,4.1720132556304,6.45620990647632e-05,0.00561779931445474,0.00471662001500909,"DNM1/AP2M1/LPAR1/HPCA/APLNR/NECAB2/LRPAP1/HGS/ACHE/CALY/ANKRD13A/PPP3R1/GRIA1/VAC14/RAB31/ANGPT1/NCDN/SNCA/CACNG3/EZR/DNM3/GREM1/MTMR2/RAMP3/WDR54/LDLRAP1/SUSD4/LRRTM1/ARF1/TAMALIN/MAGI2/ARC/AP2A2/EFNB2/PICALM/SYT17/TBC1D5/ATXN2/RABEP1/AP2S1/ACKR3/FLOT1/MKLN1/CACNG2/ADM/ANXA2/MDM2/NUMB/ITGB3",49
"GO:0031346","positive regulation of cell projection organization","103/3787","360/18805",0.286111111111111,1.42073394360825,4.04749383094591,6.55800547598159e-05,0.00562820606945543,0.00472535737036482,"MAP6/L1CAM/SF3A2/OBSL1/ITPKA/FIG4/CAPRIN2/KATNB1/FKBP1B/MIEN1/GPM6A/HTT/ABI2/ANLN/IGF1R/ZMYND8/SERPINF1/NEFL/CAMK2B/TENM3/NTRK3/SHTN1/DNM3/ARHGEF7/MAP2K2/NFE2L2/BMP7/SCARB2/WRAP73/STMN2/DMD/DDR2/BRAF/MACF1/NCKIPSD/CAPRIN1/RUFY3/ARHGAP35/BAIAP2/FGFR1/EHD1/ANAPC2/ROBO2/KAT2B/NEGR1/MAGI2/SEPTIN7/SKIL/FES/RHOQ/NCK1/TENM2/EPHA4/ENPP2/ELAVL4/NTRK2/PTK6/TGFBR1/PPP2R5B/FN1/MAP1B/ATP8A2/MAPT/LYN/APOE/KCTD17/ATOH7/SRC/PLXNB1/SNX3/CDH4/CDC42/CDC42EP3/ENC1/RAPGEF2/BMPR1A/TGFB3/TRAK1/KDM1A/ACTR3/PALM/ALKAL2/DISC1/MARK4/DPYSL3/EPS8L2/CDKL5/TWF1/ENTR1/RREB1/ADNP/EPHB2/CAMK1D/PROM2/LIMK1/ZMYND10/CLRN1/RET/DVL3/CDC42EP5/CFLAR/PLA2G3/RAB21",103
"GO:0001649","osteoblast differentiation","79/3787","262/18805",0.301526717557252,1.49728278945448,4.07034104415025,6.9042426662128e-05,0.00580565540889349,0.00487434117330882,"CEBPB/ACHE/MEN1/WWTR1/SPP1/BMPR1B/CITED1/ATP5F1B/RASSF2/HDAC7/RBMX/YAP1/GREM1/FGF2/TMEM53/BMP7/TNC/FGF9/PTK2/TP53INP2/LEF1/DDR2/CRIM1/ZHX3/RPS15/NF1/FOSL2/VCAN/NELL1/DHX9/SFRP2/SOX9/IL6R/FGFR2/ADAR/IL6ST/PSMC2/IL6/IGF1/MEF2C/SYNCRIP/TMT1A/DDX21/TOB1/HGF/SKI/MSX2/PPP3CA/RUNX2/BMPR1A/SMAD5/GDF10/IPO7/COL1A1/TENT5A/NPNT/PTEN/SOX2/TP63/ID4/AKT1/H3-3B/HEMGN/JUND/ID3/FERMT2/CBFB/SMOC1/REST/CDK6/SFRP1/TNFAIP6/PTHLH/SMO/PPARG/RSPO2/RRBP1/ACVR2B/CCL3",79
"GO:0007264","small GTPase-mediated signal transduction","133/3787","487/18805",0.273100616016427,1.3561280919432,3.99851205728084,7.02397642538634e-05,0.00580565540889349,0.00487434117330882,"ARHGDIA/RAPGEFL1/ITPKB/MAPRE2/TSC2/ARHGAP32/DOCK5/KCTD13/LPAR1/RASL10A/ABI2/RAB4B/PLD1/RHOU/BRAP/RTN4R/TAX1BP3/RALGPS2/FXR1/SHTN1/OBSCN/KNDC1/MET/RIN2/FGF2/ABCA1/TGFB2/PHACTR4/RIPOR1/HEG1/DAB1/ARHGEF7/IQSEC1/MAP4K4/CBL/RASGRF1/FARP1/RUNDC3A/NISCH/MYO9A/SSX2IP/ARHGEF4/APOA1/KANK1/AKAP13/ARHGAP35/PLEKHG5/BCL6/CRKL/NF1/GNA12/YWHAQ/RASGEF1C/ARHGAP4/VAV1/STMN1/RAB35/RAB18/SPATA13/RABGEF1/MAPKAPK5/CDK2/ARHGEF40/DOCK8/PRAG1/RAB6C/RHOQ/DOCK10/CSNK1A1/KSR1/RFXANK/CHN1/LRP4/NOTCH2/FGD5/GIT2/NKIRAS1/CUL3/ARHGEF28/IGF1/SQSTM1/RRAGC/APOE/SOS2/SRC/PLXNB1/CDC42/CDC42EP3/ARHGEF10/PICALM/RAPGEF2/PDPN/CADM4/RIT1/DOK3/PREX2/SYNPO2L/ARHGAP25/FLOT1/ARHGEF12/RAB33A/COL1A2/EPS8L2/CDKL5/RAP2B/RAPGEF5/EPHB2/SIPA1L2/PREX1/TNFAIP1/KANK2/ARHGAP45/FERMT2/LIMK1/SH3BP1/RALGDS/CYTH4/TAGAP/RAB30/RHOJ/RASGRP2/CDC42EP5/DOCK7/FGD2/RDX/SPRY1/MAPKAP1/RAB21/OGT/PSD3/ARHGAP33/ARHGAP5/PLEKHG4B",133
"GO:0001654","eye development","116/3787","415/18805",0.279518072289157,1.38799507509839,4.01352636852014,7.04277431884925e-05,0.00580565540889349,0.00487434117330882,"IFT122/SLC17A7/LHX2/HPCA/RBP4/THY1/SCO2/HIPK2/CACNA1C/GPM6A/ACHE/ZDHHC16/ABI2/SMARCA4/BMPR1B/ATP2B4/CEP290/SERPINF1/SLC17A6/FAT3/B9D1/RPGRIP1L/ATF6/TENM3/NFIB/FGF2/SMARCD3/TGFB2/PHACTR4/FKBP8/BMP7/FGF9/SOX4/LARGE1/NEUROD1/TTLL5/KDM5B/DLG1/MITF/ARHGAP35/WDR19/WNT5B/CLDN19/OLFM3/HSF4/NFIA/NF1/RARB/PKNOX1/PDGFRA/RAB18/CELF4/MEIS3/SKIL/ZEB1/MEIS3P1/WNT2B/FLT1/YY1/NTRK2/SOX9/NRL/AGTPBP1/NOTCH2/CYP1B1/PBX1/TGFBR1/ATP8A2/PRICKLE1/MTERF4/WNT6/ATOH7/BAX/CLIC4/CLN8/SKI/MAB21L2/FOXC1/SLC7A11/MFAP2/SDK1/ATP2B2/OSR2/SOX2/PDGFRB/HIPK1/CALB1/PROX1/ABCB5/BSG/EPHB2/MYOM1/CHD7/RDH13/FRS2/ZHX2/TGIF2/ADAMTS18/SMOC1/CABP4/THRB/ADAMTS9/FZD5/RET/COL8A2/NHS/EGFR/RHOJ/SIX5/JMJD6/NF2/SPRY1/USH1C/SH3PXD2B/MERTK/ACVR2B",116
"GO:0072001","renal system development","97/3787","336/18805",0.288690476190476,1.43354222465326,4.0266703206167,7.28941642162246e-05,0.00593093427032009,0.00497952342567976,"MTSS1/RBP4/MPV17/BAG6/IFT25/WWTR1/FGF1/CITED1/CEP290/SERPINF1/ANGPT1/KLF15/YAP1/RPGRIP1L/TMEM59L/GREM1/FGF2/TGFB2/ADAMTS1/BMP7/AQP11/SOX4/DLG1/FGFR1/NFIA/NKX3-1/NF1/RARB/PDGFRA/TREX1/EGR1/KIRREL3/ROBO2/PRKX/TIPARP/MAGI2/WFS1/LRP2/WNT2B/EPHA4/GREB1L/SDC4/SOX9/LRP4/IL6R/NOTCH2/PBX1/FGFR2/TGFBR1/CUL3/PRICKLE1/INVS/BMP10/AMPD2/MEF2C/WNT6/BAX/EFNB2/PPP3CA/SMAD5/HOXB7/FOXC1/OSR2/NPNT/MAGED1/FRAS1/PDGFRB/POU3F3/GDNF/CALB1/PROX1/COL4A3/PECAM1/ID3/KANK2/PAX8/SNX17/GZF1/ACTA2/MMP17/GCNT4/CNTRL/RET/GPC3/CFLAR/SDC1/SFRP1/JMJD6/C1orf54/C1GALT1/SPRY1/SMO/SALL1/ITGB3/EMX2/HS3ST3B1/ACVR2B",97
